domain,table,candidate_domain,flow_usage,semantic_role_in_flow,fields_in_flow,rule_hints,risk_hints,mutations_observed,table_context,evidence_refs,read_references,write_references,validation_status
logistics-shipment-cost-capture-control,dav_casosprevios,dav,REPORTING_READ_MODEL,"Entidad documental o soporte usado para validar, adjuntar, generar o descargar evidencias.","idcasosprevios, iddivisa, idembarquelogis",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia,SQL construido dinamicamente; atomicidad/concurrencia pendiente; variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`dav_casosprevios` | Enlace entre embarque y documentos/casos previos.,index_archivos/logistica/frames/costos.php:45-69 | index_archivos/logistica/componentes/costos/costos.js:1-205 | index_archivos/logistica/componentes/costos/card-component.js:1-157 | index_archivos/logistica/ajax/guardar-costos.php:1-8 | index_archivos/logistica/CostosClass.php:572-699 | index_archivos/logistica/CostosClass.php:705-790 | .data_base/asgard.sql:11891-11990 | index_archivos/logistica/ajax/finalizar-embarque.php:29-67 | EV-SQL_QUERY-85B23A1F6B1886 .data_base/asgard.sql:17773 READS access to dav_casosprevios | EV-SQL_QUERY-510EF36FB05331 .data_base/asgard.sql:17893 READS access to dav_casosprevios | EV-SQL_QUERY-D9DF6CBD08D688 .data_base/asgard.sql:17917 READS access to dav_casosprevios | EV-SQL_QUERY-1EE354C2A5DD75 .data_base/asgard.sql:17941 READS access to dav_casosprevios | EV-SQL_QUERY-2D87C35537BA0A .data_base/asgard.sql:18276 READS access to dav_casosprevios | EV-SQL_QUERY-ACBC7014B44145 .data_base/asgard.sql:27550 READS access to dav_casosprevios | EV-SQL_QUERY-9E53765A441113 .data_base/asgard.sql:27576 READS access to dav_casosprevios | EV-SQL_QUERY-ECB9B94D5BA8BD .data_base/asgard.sql:27586 READS access to dav_casosprevios | EV-SQL_QUERY-355981AEFA7039 .data_base/asgard.sql:27984 READS access to dav_casosprevios | EV-SQL_QUERY-FF4C0CD0FF8DE3 .data_base/asgard.sql:28508 READS access to dav_casosprevios | EV-SQL_QUERY-099D8F5CFA3496 .data_base/asgard.sql:28528 READS access to dav_casosprevios | EV-SQL_QUERY-16ECEF1D5705A0 .data_base/asgard.sql:28548 READS access to dav_casosprevios,22,3,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-cost-capture-control,dav_divisa,dav,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"codigo, divisa, iddivisa",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia,SQL construido dinamicamente; atomicidad/concurrencia pendiente; variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,- Moneda desde `dav_divisa`. | `dav_divisa` | Monedas seleccionables.,index_archivos/logistica/frames/costos.php:45-69 | index_archivos/logistica/componentes/costos/costos.js:1-205 | index_archivos/logistica/componentes/costos/card-component.js:1-157 | index_archivos/logistica/ajax/guardar-costos.php:1-8 | index_archivos/logistica/CostosClass.php:572-699 | index_archivos/logistica/CostosClass.php:705-790 | .data_base/asgard.sql:11891-11990 | index_archivos/logistica/ajax/finalizar-embarque.php:29-67 | EV-SQL_QUERY-A6C9CF73493086 .data_base/asgard.sql:32631 READS access to dav_divisa | EV-SQL_QUERY-27BB425A950534 .data_base/asgard.sql:34262 READS access to dav_divisa | EV-SQL_QUERY-E21978DADDA28F .data_base/asgard.sql:35393 READS access to dav_divisa | EV-SQL_QUERY-6ECC3024AC2729 .data_base/asgard.sql:36531 READS access to dav_divisa | EV-SQL_QUERY-2D7AA724E70B78 .data_base/asgard.sql:41324 READS access to dav_divisa | EV-SQL_QUERY-DCDE6517B50441 .data_base/asgard.sql:45559 READS access to dav_divisa | EV-SQL_QUERY-1846C077D34638 index_archivos/controllers/GlobalClass.php:256 READS access to dav_divisa | EV-SQL_QUERY-DBFD9F26295B63 index_archivos/logistica/CostosClass.php:660 READS access to dav_divisa | EV-SQL_QUERY-3E938DB5484EF4 index_archivos/logistica/CostosClass.php:782 READS access to dav_divisa,3,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-cost-capture-control,dav_documentos,dav,REPORTING_READ_MODEL,"Entidad documental o soporte usado para validar, adjuntar, generar o descargar evidencias.","iddivisa, idtipodocumento, importe",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia,SQL construido dinamicamente; atomicidad/concurrencia pendiente; variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`dav_documentos` | Fuente de costo automatico de mercancia.,index_archivos/logistica/frames/costos.php:45-69 | index_archivos/logistica/componentes/costos/costos.js:1-205 | index_archivos/logistica/componentes/costos/card-component.js:1-157 | index_archivos/logistica/ajax/guardar-costos.php:1-8 | index_archivos/logistica/CostosClass.php:572-699 | index_archivos/logistica/CostosClass.php:705-790 | .data_base/asgard.sql:11891-11990 | index_archivos/logistica/ajax/finalizar-embarque.php:29-67 | EV-SQL_QUERY-3022DF1C6F2AF1 .data_base/asgard.sql:27310 READS access to dav_documentos | EV-SQL_QUERY-0BDD5A9064DD2D .data_base/asgard.sql:27328 READS access to dav_documentos | EV-SQL_QUERY-D3CFF6D4BE82D8 .data_base/asgard.sql:27362 READS access to dav_documentos | EV-SQL_QUERY-17AFB553765DFF .data_base/asgard.sql:28652 READS access to dav_documentos | EV-SQL_QUERY-B2768B1BD8685D .data_base/asgard.sql:28693 READS access to dav_documentos | EV-SQL_QUERY-583847723BFE99 .data_base/asgard.sql:28710 READS access to dav_documentos | EV-SQL_QUERY-AEEFDA43E1988F .data_base/asgard.sql:28727 READS access to dav_documentos | EV-SQL_QUERY-B45187DD0E0DFA .data_base/asgard.sql:28744 READS access to dav_documentos | EV-SQL_QUERY-EB5113A2C62817 .data_base/asgard.sql:28768 READS access to dav_documentos | EV-SQL_QUERY-4DB286B1AE16A1 .data_base/asgard.sql:28785 READS access to dav_documentos | EV-SQL_QUERY-7F481FAD20184B .data_base/asgard.sql:29010 READS access to dav_documentos | EV-SQL_QUERY-4C5C795FB65FFD .data_base/asgard.sql:30899 READS access to dav_documentos,5,1,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-cost-capture-control,logis_categorias_costos,logis,REPORTING_READ_MODEL,"Catalogo o parametro que condiciona reglas, permisos o variantes del flujo.","categoria, deleted_at, id",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia,SQL construido dinamicamente; atomicidad/concurrencia pendiente; variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,- Categorias de `logis_categorias_costos`. | `logis_categorias_costos` | Catalogo de categorias.,index_archivos/logistica/frames/costos.php:45-69 | index_archivos/logistica/componentes/costos/costos.js:1-205 | index_archivos/logistica/componentes/costos/card-component.js:1-157 | index_archivos/logistica/ajax/guardar-costos.php:1-8 | index_archivos/logistica/CostosClass.php:572-699 | index_archivos/logistica/CostosClass.php:705-790 | .data_base/asgard.sql:11891-11990 | index_archivos/logistica/ajax/finalizar-embarque.php:29-67 | EV-SQL_QUERY-D57940A8174DAF index_archivos/logistica/CostosClass.php:559 READS access to logis_categorias_costos | EV-SQL_QUERY-F6E40019BD7EF7 index_archivos/logistica/CostosClass.php:607 READS access to logis_categorias_costos,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-cost-capture-control,logis_costos,logis,CREATE_AND_UPDATE,Entidad transaccional modificada por el flujo; sus cambios deben caracterizarse antes de refactor.,"categoria_id, categoria_otro, created_by, deleted_at, embarque_id, id, moneda, total_costos",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia,SQL construido dinamicamente; atomicidad/concurrencia pendiente; variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,"DELETE FROM, INSERT INTO, UPDATE",Flujo historico de cotizacion de operador basado en `logis_costosdetalles`. | - Conceptos de `logis_costos_concepto`. | Registros en `logis_costos`. | - Registros en `logis_costos_detalle`. | ASGARD inserta nuevas cabeceras en `logis_costos`. | ASGARD inserta conceptos en `logis_costos_detalle`.,index_archivos/logistica/frames/costos.php:45-69 | index_archivos/logistica/componentes/costos/costos.js:1-205 | index_archivos/logistica/componentes/costos/card-component.js:1-157 | index_archivos/logistica/ajax/guardar-costos.php:1-8 | index_archivos/logistica/CostosClass.php:572-699 | index_archivos/logistica/CostosClass.php:705-790 | .data_base/asgard.sql:11891-11990 | index_archivos/logistica/ajax/finalizar-embarque.php:29-67 | EV-SQL_QUERY-24EF80A2E3BF9B .data_base/asgard.sql:27781 READS access to logis_costos | EV-SQL_QUERY-BA8C2134CCFFE0 .data_base/asgard.sql:27782 READS access to logis_costos_detalle | EV-SQL_QUERY-80310364A64768 .data_base/asgard.sql:27787 READS access to logis_costos | EV-SQL_QUERY-C7DC15FD24B5EA .data_base/asgard.sql:27788 READS access to logis_costos_detalle | EV-SQL_QUERY-A4EA35E178E423 .data_base/asgard.sql:27793 READS access to logis_costos | EV-SQL_QUERY-801CD54A6CA80A .data_base/asgard.sql:27794 READS access to logis_costos_detalle | EV-SQL_QUERY-C325DD5267CC43 .data_base/asgard.sql:27799 READS access to logis_costos | EV-SQL_QUERY-BB258F8F524474 .data_base/asgard.sql:27800 READS access to logis_costos_detalle | EV-SQL_QUERY-AFBEE95B7BC630 .data_base/asgard.sql:27805 READS access to logis_costos | EV-SQL_QUERY-F6B872EA8CBDF3 .data_base/asgard.sql:27806 READS access to logis_costos_detalle | EV-SQL_QUERY-D981150A961E3A .data_base/asgard.sql:27810 READS access to logis_costos | EV-SQL_QUERY-43A73D3122D986 .data_base/asgard.sql:27811 READS access to logis_costos_detalle,3,1,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-cost-capture-control,logis_costos_concepto,logis,REPORTING_READ_MODEL,"Catalogo o parametro que condiciona reglas, permisos o variantes del flujo.","categoria_costo_id, concepto, deleted_at, id",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia,SQL construido dinamicamente; atomicidad/concurrencia pendiente; variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,- Conceptos de `logis_costos_concepto`. | `logis_costos_concepto` | Catalogo de conceptos por categoria.,index_archivos/logistica/frames/costos.php:45-69 | index_archivos/logistica/componentes/costos/costos.js:1-205 | index_archivos/logistica/componentes/costos/card-component.js:1-157 | index_archivos/logistica/ajax/guardar-costos.php:1-8 | index_archivos/logistica/CostosClass.php:572-699 | index_archivos/logistica/CostosClass.php:705-790 | .data_base/asgard.sql:11891-11990 | index_archivos/logistica/ajax/finalizar-embarque.php:29-67 | EV-SQL_QUERY-67E0664350F1A2 index_archivos/logistica/CostosClass.php:674 READS access to logis_costos_concepto | EV-SQL_QUERY-A2710D1B51133E index_archivos/logistica/CostosClass.php:779 READS access to logis_costos_concepto,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-cost-capture-control,logis_costos_detalle,logis,CREATE_AND_UPDATE,Entidad transaccional modificada por el flujo; sus cambios deben caracterizarse antes de refactor.,"concepto, concepto_otros, costos_id, created_by, deleted_at, esAutomatico, id, monto",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia,SQL construido dinamicamente; atomicidad/concurrencia pendiente; variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,"INSERT INTO, UPDATE",- Registros en `logis_costos_detalle`. | `index_archivos/logistica/ajax/finalizar-embarque.php:29-67` | Cierre de embarque consume conceptos requeridos de `logis_costos_detalle`. | ASGARD inserta conceptos en `logis_costos_detalle`. | `logis_costos_detalle` | Conceptos y montos de cada categoria. | - `UPDATE logis_costos_detalle SET deleted_at = CURRENT_TIMESTAMP() WHERE costos_id IN (...)`. | - `INSERT INTO logis_costos_detalle (...)`.,index_archivos/logistica/frames/costos.php:45-69 | index_archivos/logistica/componentes/costos/costos.js:1-205 | index_archivos/logistica/componentes/costos/card-component.js:1-157 | index_archivos/logistica/ajax/guardar-costos.php:1-8 | index_archivos/logistica/CostosClass.php:572-699 | index_archivos/logistica/CostosClass.php:705-790 | .data_base/asgard.sql:11891-11990 | index_archivos/logistica/ajax/finalizar-embarque.php:29-67 | index_archivos/logistica/ajax/finalizar-embarque.php:29-67 | EV-SQL_QUERY-BA8C2134CCFFE0 .data_base/asgard.sql:27782 READS access to logis_costos_detalle | EV-SQL_QUERY-C7DC15FD24B5EA .data_base/asgard.sql:27788 READS access to logis_costos_detalle | EV-SQL_QUERY-801CD54A6CA80A .data_base/asgard.sql:27794 READS access to logis_costos_detalle | EV-SQL_QUERY-BB258F8F524474 .data_base/asgard.sql:27800 READS access to logis_costos_detalle | EV-SQL_QUERY-F6B872EA8CBDF3 .data_base/asgard.sql:27806 READS access to logis_costos_detalle | EV-SQL_QUERY-43A73D3122D986 .data_base/asgard.sql:27811 READS access to logis_costos_detalle | EV-SQL_QUERY-1D77C6F212B3DA .data_base/asgard.sql:27814 READS access to logis_costos_detalle | EV-SQL_QUERY-9C2C8E5E40CAB3 .data_base/asgard.sql:27817 READS access to logis_costos_detalle | EV-SQL_QUERY-2AF6C3670673B6 .data_base/asgard.sql:27820 READS access to logis_costos_detalle | EV-SQL_QUERY-D0E56F854749B9 .data_base/asgard.sql:27823 READS access to logis_costos_detalle | EV-SQL_QUERY-93678AFA825CC4 .data_base/asgard.sql:27826 READS access to logis_costos_detalle,3,1,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-cost-capture-control,logis_costosdetalles,logis,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"concepto, id, monto",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia,SQL construido dinamicamente; atomicidad/concurrencia pendiente; variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,Flujo historico de cotizacion de operador basado en `logis_costosdetalles`.,index_archivos/logistica/frames/costos.php:45-69 | index_archivos/logistica/componentes/costos/costos.js:1-205 | index_archivos/logistica/componentes/costos/card-component.js:1-157 | index_archivos/logistica/ajax/guardar-costos.php:1-8 | index_archivos/logistica/CostosClass.php:572-699 | index_archivos/logistica/CostosClass.php:705-790 | .data_base/asgard.sql:11891-11990 | index_archivos/logistica/ajax/finalizar-embarque.php:29-67 | EV-SQL_QUERY-81DE65D3572C7E index_archivos/logistica/CotizacionClass.php:977 READS access to logis_costosdetalles | EV-SQL_QUERY-A5C15B1BAE1B1A index_archivos/logistica/CotizacionClass.php:1065 READS access to logis_costosdetalles,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-cost-capture-control,logis_embarques,logis,REPORTING_READ_MODEL,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,"deleted_at, fecha_finalizacion, id, idincoterm",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia,SQL construido dinamicamente; atomicidad/concurrencia pendiente; variante cliente pendiente de confirmar; catalogo/semantica pendiente; seguridad/autorizacion sensible,,`logis_embarques` | Embarque dueño del costo y estado de cierre.,index_archivos/logistica/frames/costos.php:45-69 | index_archivos/logistica/componentes/costos/costos.js:1-205 | index_archivos/logistica/componentes/costos/card-component.js:1-157 | index_archivos/logistica/ajax/guardar-costos.php:1-8 | index_archivos/logistica/CostosClass.php:572-699 | index_archivos/logistica/CostosClass.php:705-790 | .data_base/asgard.sql:11891-11990 | index_archivos/logistica/ajax/finalizar-embarque.php:29-67 | EV-SQL_QUERY-271B8BADD753C8 .data_base/asgard.sql:17875 READS access to logis_embarques | EV-SQL_QUERY-D92F1F70034698 .data_base/asgard.sql:17893 READS access to logis_embarquesrutas | EV-SQL_QUERY-E8DE6726227583 .data_base/asgard.sql:17893 READS access to logis_embarques | EV-SQL_QUERY-B25606C135A1C8 .data_base/asgard.sql:17923 READS access to logis_embarques | EV-SQL_QUERY-CBB063520AFA05 .data_base/asgard.sql:17959 READS access to logis_embarques | EV-SQL_QUERY-A35253FEB1CECF .data_base/asgard.sql:17965 READS access to logis_embarques | EV-SQL_QUERY-80B5E9CE461C31 .data_base/asgard.sql:27606 READS access to logis_embarques | EV-SQL_QUERY-4978218240EA46 .data_base/asgard.sql:27633 READS access to logis_embarquesmagnitudes | EV-SQL_QUERY-60AC62FAA187C1 .data_base/asgard.sql:27635 READS access to logis_embarques | EV-SQL_QUERY-9DEFE51A0B28A9 .data_base/asgard.sql:27654 READS access to logis_embarques | EV-SQL_QUERY-A49876BFD6250D .data_base/asgard.sql:27706 READS access to logis_embarquescontenedor | EV-SQL_QUERY-2DE4F47B10C829 .data_base/asgard.sql:27708 READS access to logis_embarquesmagnitudes,25,3,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-document-attachment-management,logis_embarques,logis,READ_OR_CONTEXT,"Entidad documental o soporte usado para validar, adjuntar, generar o descargar evidencias.","created_at, fecha_finalizacion, id, idExchange, idcliente, updated_at",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia; notificacion o acceso externo,variante cliente pendiente de confirmar; seguridad/autorizacion sensible,,- Insercion en `logis_embarquesdocumentos` con numero documental consecutivo. | - Registro en `logis_embarquesdocumentos`. | `.data_base/asgard.sql:12304-12316` | DDL de `logis_embarquesdocumentos`. | ASGARD lista `logis_embarquesdocumentos`. | ASGARD inserta fila en `logis_embarquesdocumentos`. | ASGARD borra la fila de `logis_embarquesdocumentos`.,index_archivos/logistica/frames/documentos.php:17-39 | index_archivos/logistica/frames/documentos.php:62-69 | index_archivos/logistica/frames/documentos.php:132-164 | index_archivos/logistica/embarquesController.php:333-344 | index_archivos/logistica/EmbarqueClass.php:575-632 | index_archivos/logistica/EmbarqueClass.php:638-665 | .data_base/asgard.sql:12304-12316 | .data_base/asgard.sql:12304-12316 | EV-SQL_QUERY-271B8BADD753C8 .data_base/asgard.sql:17875 READS access to logis_embarques | EV-SQL_QUERY-D92F1F70034698 .data_base/asgard.sql:17893 READS access to logis_embarquesrutas | EV-SQL_QUERY-E8DE6726227583 .data_base/asgard.sql:17893 READS access to logis_embarques | EV-SQL_QUERY-B25606C135A1C8 .data_base/asgard.sql:17923 READS access to logis_embarques | EV-SQL_QUERY-CBB063520AFA05 .data_base/asgard.sql:17959 READS access to logis_embarques | EV-SQL_QUERY-A35253FEB1CECF .data_base/asgard.sql:17965 READS access to logis_embarques | EV-SQL_QUERY-80B5E9CE461C31 .data_base/asgard.sql:27606 READS access to logis_embarques | EV-SQL_QUERY-4978218240EA46 .data_base/asgard.sql:27633 READS access to logis_embarquesmagnitudes | EV-SQL_QUERY-60AC62FAA187C1 .data_base/asgard.sql:27635 READS access to logis_embarques | EV-SQL_QUERY-9DEFE51A0B28A9 .data_base/asgard.sql:27654 READS access to logis_embarques | EV-SQL_QUERY-A49876BFD6250D .data_base/asgard.sql:27706 READS access to logis_embarquescontenedor | EV-SQL_QUERY-2DE4F47B10C829 .data_base/asgard.sql:27708 READS access to logis_embarquesmagnitudes,25,3,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-document-attachment-management,logis_embarquesdocumentos,logis,CREATE,Entidad transaccional modificada por el flujo; sus cambios deben caracterizarse antes de refactor.,"created_at, documento, id, idembarque, nrodocumento, updated_at",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia; notificacion o acceso externo,variante cliente pendiente de confirmar; seguridad/autorizacion sensible,"DELETE FROM, INSERT INTO",- Insercion en `logis_embarquesdocumentos` con numero documental consecutivo. | - Registro en `logis_embarquesdocumentos`. | `.data_base/asgard.sql:12304-12316` | DDL de `logis_embarquesdocumentos`. | ASGARD lista `logis_embarquesdocumentos`. | ASGARD inserta fila en `logis_embarquesdocumentos`. | ASGARD borra la fila de `logis_embarquesdocumentos`.,index_archivos/logistica/frames/documentos.php:17-39 | index_archivos/logistica/frames/documentos.php:62-69 | index_archivos/logistica/frames/documentos.php:132-164 | index_archivos/logistica/embarquesController.php:333-344 | index_archivos/logistica/EmbarqueClass.php:575-632 | index_archivos/logistica/EmbarqueClass.php:638-665 | .data_base/asgard.sql:12304-12316 | .data_base/asgard.sql:12304-12316 | EV-SQL_QUERY-D75660F9D7F7F2 index_archivos/logistica/CotizacionClass.php:816 READS access to logis_embarquesdocumentos | EV-SQL_QUERY-72D4E60A53A4DC index_archivos/logistica/EmbarqueClass.php:577 READS access to logis_embarquesdocumentos | EV-SQL_QUERY-EC2EC73179FED2 index_archivos/logistica/EmbarqueClass.php:641 READS access to logis_embarquesdocumentos | EV-SQL_QUERY-4DFD6C0CF44B13 index_archivos/logistica/EmbarqueClass.php:652 WRITES access to logis_embarquesdocumentos | EV-SQL_QUERY-FC56C4019932DA index_archivos/logistica/EmbarqueClass.php:652 READS access to logis_embarquesdocumentos,2,1,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-edit-participant-sync,logis_embarques,logis,UPDATE,Entidad transaccional modificada por el flujo; sus cambios deben caracterizarse antes de refactor.,"contrato, cotizacion, email, gestor_transporte_id, idExchange, idagentesaduana, idagenteseguro, idproveedormercancia, observacion, prioridad, updated_at",control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia; notificacion o acceso externo,SQL construido dinamicamente; atomicidad/concurrencia pendiente; seguridad/autorizacion sensible,UPDATE,"- Edicion de cabecera de `logis_embarques`. | `logis_embarques` actualizado. | - `logis_embarquesmagnitudes` y `logis_embarquescontenedor` reemplazados. | - `logis_embarquesoperador` reemplazado o actualizado. | ASGARD actualiza la cabecera de `logis_embarques`. | ## Diagrama ```mermaid flowchart TD A[""Editar embarque/cotizacion""] --> B[""Enviar formulario""] B --> C[""Normalizar POST""] C --> D[""Detectar asignaciones nuevas""] D --> E[""Enviar correo/notificacion si aplica""] E --> F[""Actualizar logis_embarques""] F --> G[""Reemplazar magnitudes y contenedores""] G --> H[""Reemplazar tramos""] H --> I[""Actualizar operadores""]...",index_archivos/logistica/cotizacionEditarController.php:8-75 | index_archivos/logistica/cotizacionEditarController.php:79-88 | index_archivos/logistica/CotizacionClass.php:1150-1192 | index_archivos/logistica/CotizacionClass.php:1318-1348 | index_archivos/logistica/CotizacionClass.php:1356-1374 | index_archivos/logistica/CotizacionClass.php:1377-1406 | index_archivos/logistica/IntercambioDocumentalEditClass.php:10-45 | EV-SQL_QUERY-271B8BADD753C8 .data_base/asgard.sql:17875 READS access to logis_embarques | EV-SQL_QUERY-D92F1F70034698 .data_base/asgard.sql:17893 READS access to logis_embarquesrutas | EV-SQL_QUERY-E8DE6726227583 .data_base/asgard.sql:17893 READS access to logis_embarques | EV-SQL_QUERY-B25606C135A1C8 .data_base/asgard.sql:17923 READS access to logis_embarques | EV-SQL_QUERY-CBB063520AFA05 .data_base/asgard.sql:17959 READS access to logis_embarques | EV-SQL_QUERY-A35253FEB1CECF .data_base/asgard.sql:17965 READS access to logis_embarques | EV-SQL_QUERY-80B5E9CE461C31 .data_base/asgard.sql:27606 READS access to logis_embarques | EV-SQL_QUERY-4978218240EA46 .data_base/asgard.sql:27633 READS access to logis_embarquesmagnitudes | EV-SQL_QUERY-60AC62FAA187C1 .data_base/asgard.sql:27635 READS access to logis_embarques | EV-SQL_QUERY-9DEFE51A0B28A9 .data_base/asgard.sql:27654 READS access to logis_embarques | EV-SQL_QUERY-A49876BFD6250D .data_base/asgard.sql:27706 READS access to logis_embarquescontenedor | EV-SQL_QUERY-2DE4F47B10C829 .data_base/asgard.sql:27708 READS access to logis_embarquesmagnitudes | EV-SQL_QUERY-C3079BF6B949F1 .data_base/asgard.sql:27709 READS access to logis_embarques,25,3,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
logistics-shipment-edit-participant-sync,logis_embarquescontenedor,logis,READ_OR_CONTEXT,Entidad de contexto usada por el flujo para consultar o relacionar informacion de negocio.,updated_at,control de acceso/cliente; transicion o bloqueo por estado; regla documental/carga-descarga; calculo financiero/impositivo; persistencia/atomicidad/concurrencia; notificacion o acceso externo,SQL construido dinamicamente; atomicidad/concurrencia pendiente; seguridad/autorizacion sensible,,- `logis_embarquesmagnitudes` y `logis_embarquescontenedor` reemplazados. | `logis_embarquescontenedor` | Contenedores asociados a magnitudes.,index_archivos/logistica/cotizacionEditarController.php:8-75 | index_archivos/logistica/cotizacionEditarController.php:79-88 | index_archivos/logistica/CotizacionClass.php:1150-1192 | index_archivos/logistica/CotizacionClass.php:1318-1348 | index_archivos/logistica/CotizacionClass.php:1356-1374 | index_archivos/logistica/CotizacionClass.php:1377-1406 | index_archivos/logistica/IntercambioDocumentalEditClass.php:10-45 | EV-SQL_QUERY-A49876BFD6250D .data_base/asgard.sql:27706 READS access to logis_embarquescontenedor | EV-SQL_QUERY-2120FB8E81DB85 .data_base/asgard.sql:32208 READS access to logis_embarquescontenedor | EV-SQL_QUERY-4A0ABA44168692 .data_base/asgard.sql:33934 READS access to logis_embarquescontenedor | EV-SQL_QUERY-4DD978DD1B6D36 .data_base/asgard.sql:35136 READS access to logis_embarquescontenedor | EV-SQL_QUERY-FDAAC0FFFA9458 .data_base/asgard.sql:36267 READS access to logis_embarquescontenedor,1,0,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
