domain,table,field,field_type,sensitivity,flow_role,semantic_description,contexts,evidence_refs,validation_status
customs-request-intake,dav_otrosdocumentosprevios,enviado,int,BUSINESS_DATA,Dato documental o referencia a soporte/carga/descarga dentro del flujo.,"En `dav_otrosdocumentosprevios`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tipo fisico: int.",CRI-BR-009 | Documentos adicionales se marcan como enviados y estado 1 al finalizar.,index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_otrosdocumentosprevios,estado,int,BUSINESS_DATA,"Campo de estado o hito usado para permitir, bloquear o reportar avance.","En `dav_otrosdocumentosprevios`, campo opcional o nullable del dominio dav. Estado o bandera que controla si el registro esta activo, visible o en una fase concreta del proceso. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tipo fisico: int.","# Customs Request Intake - Process Definition Estado: INFERRED_DRAFT_REVIEW_REQUIRED Idioma de negocio: Spanish ## Proceso Candidato Nombre: Registro, validacion y envio de solicitud operativa de aduana/gestion/vehiculos. | ## Estado Reconstruccion candidata. | # Customs Request Intake - Process Flow Estado: INFERRED_DRAFT_REVIEW_REQUIRED Idioma de negocio: Spanish ## Flujo Principal Candidato 1. | ASGARD actualiza fechas y estado de documentos adicionales. | # Customs Request Intake - Business Rules Estado: INFERRED_DRAFT_REVIEW_REQUIRED Idioma de negocio: Spanish",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_otrosdocumentosprevios,otrosdocumentosprevios,varchar(350) CHARACTER SET latin1,DOCUMENT_OR_FILE_REFERENCE,Dato documental o referencia a soporte/carga/descarga dentro del flujo.,"En `dav_otrosdocumentosprevios`, campo opcional o nullable del dominio dav. Referencia a archivo, ruta, URL o documento asociado a expediente/soporte. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tipo fisico: varchar(350) CHARACTER SET latin1.",`dav_otrosdocumentosprevios` | Otros documentos de solicitud; envio y estado.,index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_otrosdocumentosprevios,transportista,int,BUSINESS_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `dav_otrosdocumentosprevios`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tipo fisico: int.","- Proveedor y transportista: se validan como datos maestros asociados al cliente. | ASGARD valida tipo de solicitud, proveedor, transportista, ciudad, usuario, regimen, tipo de declaracion, aduana, modalidad, linea, declarante y opciones SI/NO. | CRI-BR-004 | Proveedor y transportista se validan contra maestros relacionados al cliente. | CRI-BR-007 | La solicitud validada crea un registro en `dav_casosprevios` con fechas, cliente, proveedor, transportista, regimen, aduana, pedido y condiciones logisticas. | `dav_cliente`, `dav_proveedor`, `dav_transportista`, `dav_usuario`, `dav_regimen`, `dav_aduana` | Maestros de validacion y enriquecimiento.",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_proveedor,ciudad,varchar(50) CHARACTER SET latin1,PERSONAL_OR_CONTACT_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `dav_proveedor`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: proveedor o tercero participante en el proceso. Tipo fisico: varchar(50) CHARACTER SET latin1.","ASGARD valida tipo de solicitud, proveedor, transportista, ciudad, usuario, regimen, tipo de declaracion, aduana, modalidad, linea, declarante y opciones SI/NO. | CRI-BR-005 | Ciudad queda restringida a ids 4 y 11 en la busqueda observada.",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_proveedor,email,varchar(100) CHARACTER SET latin1,PERSONAL_OR_CONTACT_DATA,"Dato de contacto/identificacion usado para coordinacion, legalidad o notificacion.","En `dav_proveedor`, campo opcional o nullable del dominio dav. Correo electronico o dato de envio/notificacion; debe tratarse como dato personal o canal sensible. Se interpreta dentro de: proveedor o tercero participante en el proceso. Tipo fisico: varchar(100) CHARACTER SET latin1.",Finalization sends email/push notifications.,index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_proveedor,estado,int,BUSINESS_DATA,"Campo de estado o hito usado para permitir, bloquear o reportar avance.","En `dav_proveedor`, campo obligatorio del dominio dav. Estado o bandera que controla si el registro esta activo, visible o en una fase concreta del proceso. Se interpreta dentro de: proveedor o tercero participante en el proceso. Tipo fisico: int.","# Customs Request Intake - Process Definition Estado: INFERRED_DRAFT_REVIEW_REQUIRED Idioma de negocio: Spanish ## Proceso Candidato Nombre: Registro, validacion y envio de solicitud operativa de aduana/gestion/vehiculos. | ## Estado Reconstruccion candidata. | # Customs Request Intake - Process Flow Estado: INFERRED_DRAFT_REVIEW_REQUIRED Idioma de negocio: Spanish ## Flujo Principal Candidato 1. | ASGARD actualiza fechas y estado de documentos adicionales. | # Customs Request Intake - Business Rules Estado: INFERRED_DRAFT_REVIEW_REQUIRED Idioma de negocio: Spanish",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_proveedor,proveedor,varchar(500) CHARACTER SET latin1,BUSINESS_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `dav_proveedor`, campo opcional o nullable del dominio dav. Campo de negocio relacionado con proveedor o tercero participante en el proceso. Se interpreta dentro de: proveedor o tercero participante en el proceso. Tipo fisico: varchar(500) CHARACTER SET latin1.","- Proveedor y transportista: se validan como datos maestros asociados al cliente. | ASGARD valida tipo de solicitud, proveedor, transportista, ciudad, usuario, regimen, tipo de declaracion, aduana, modalidad, linea, declarante y opciones SI/NO. | CRI-BR-004 | Proveedor y transportista se validan contra maestros relacionados al cliente. | CRI-BR-007 | La solicitud validada crea un registro en `dav_casosprevios` con fechas, cliente, proveedor, transportista, regimen, aduana, pedido y condiciones logisticas. | `dav_cliente`, `dav_proveedor`, `dav_transportista`, `dav_usuario`, `dav_regimen`, `dav_aduana` | Maestros de validacion y enriquecimiento.",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_regimen,regimen,varchar(50) CHARACTER SET latin1,BUSINESS_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `dav_regimen`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(50) CHARACTER SET latin1.","ASGARD valida tipo de solicitud, proveedor, transportista, ciudad, usuario, regimen, tipo de declaracion, aduana, modalidad, linea, declarante y opciones SI/NO. | CRI-BR-007 | La solicitud validada crea un registro en `dav_casosprevios` con fechas, cliente, proveedor, transportista, regimen, aduana, pedido y condiciones logisticas. | `dav_cliente`, `dav_proveedor`, `dav_transportista`, `dav_usuario`, `dav_regimen`, `dav_aduana` | Maestros de validacion y enriquecimiento. | Pedido, orden de compra, fechas de embarque/llegada, proveedor, transportista, aduana, regimen.",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_regimen,tipo,int,BUSINESS_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `dav_regimen`, campo opcional o nullable del dominio dav. Clasificador funcional usado para aplicar reglas, filtros o variantes de pantalla. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.","- Las pantallas heredadas de detalle permiten consultar y actualizar datos operativos de `dav_casosprevios` segun tipo de solicitud. | ASGARD valida tipo de solicitud, proveedor, transportista, ciudad, usuario, regimen, tipo de declaracion, aduana, modalidad, linea, declarante y opciones SI/NO. | Tipo solicitud `0`: Despacho Aduanero. | - Tipo solicitud `1`: Gestion Soporte. | CRI-BR-003 | Tipos de solicitud observados: Despacho Aduanero, Gestion Soporte y Vehiculos.",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_solicitudesprevias,mensajeerror,text CHARACTER SET utf8mb4,BUSINESS_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `dav_solicitudesprevias`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: text CHARACTER SET utf8mb4.",Validado con errores | Fila conserva `error > 0` y `mensajeerror`.,index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_tramites,marca,varchar(255) CHARACTER SET latin1,BUSINESS_DATA,Dato documental o referencia a soporte/carga/descarga dentro del flujo.,"En `dav_tramites`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(255) CHARACTER SET latin1.",- El envio marca fechas de finalizacion/aprobacion y dispara notificaciones. | CRI-BR-009 | Documentos adicionales se marcan como enviados y estado 1 al finalizar.,index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_transportista,transportista,varchar(500) CHARACTER SET latin1,BUSINESS_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `dav_transportista`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(500) CHARACTER SET latin1.","- Proveedor y transportista: se validan como datos maestros asociados al cliente. | ASGARD valida tipo de solicitud, proveedor, transportista, ciudad, usuario, regimen, tipo de declaracion, aduana, modalidad, linea, declarante y opciones SI/NO. | CRI-BR-004 | Proveedor y transportista se validan contra maestros relacionados al cliente. | CRI-BR-007 | La solicitud validada crea un registro en `dav_casosprevios` con fechas, cliente, proveedor, transportista, regimen, aduana, pedido y condiciones logisticas. | `dav_cliente`, `dav_proveedor`, `dav_transportista`, `dav_usuario`, `dav_regimen`, `dav_aduana` | Maestros de validacion y enriquecimiento.",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_transportista,usuario,varchar(15) CHARACTER SET latin1,BUSINESS_DATA,Dato documental o referencia a soporte/carga/descarga dentro del flujo.,"En `dav_transportista`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(15) CHARACTER SET latin1.","Objetivo de negocio candidato: permitir que un cliente o usuario operativo cree solicitudes previas, las importe desde archivo, valide datos maestros, genere el caso previo y notifique a los participantes internos y externos. | Cliente usuario: crea o envia solicitud. | - Coordinador / usuario interno: puede recibir notificaciones y atender tramite. | El usuario abre o inicia una nueva solicitud. | ASGARD guarda el archivo en `cargasolicitudes/{idusuario}`.",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_transportistamail,mail,varchar(150) CHARACTER SET latin1,PERSONAL_OR_CONTACT_DATA,"Dato de contacto/identificacion usado para coordinacion, legalidad o notificacion.","En `dav_transportistamail`, campo opcional o nullable del dominio dav. Correo electronico o dato de envio/notificacion; debe tratarse como dato personal o canal sensible. Se interpreta dentro de: correo electronico o evento de envio por email. Tipo fisico: varchar(150) CHARACTER SET latin1.","`dav_mailsolicitudes`, `dav_transportistamail`, `dav_clienteusuarios` | Destinatarios de notificacion. | Finalization sends email/push notifications.",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_transportistamail,notificaciones,int,PERSONAL_OR_CONTACT_DATA,Dato documental o referencia a soporte/carga/descarga dentro del flujo.,"En `dav_transportistamail`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: correo electronico o evento de envio por email. Tipo fisico: int.","- Coordinador / usuario interno: puede recibir notificaciones y atender tramite. | - Sistema ASGARD: valida, crea caso previo, documentos iniciales, tramites y notificaciones. | - El envio marca fechas de finalizacion/aprobacion y dispara notificaciones. | ASGARD envia correos y notificaciones push a destinatarios internos/externos. | CRI-BR-010 | La finalizacion genera correos y notificaciones push.",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_usuario,email,varchar(100) CHARACTER SET latin1,PERSONAL_OR_CONTACT_DATA,"Dato de contacto/identificacion usado para coordinacion, legalidad o notificacion.","En `dav_usuario`, campo opcional o nullable del dominio dav. Correo electronico o dato de envio/notificacion; debe tratarse como dato personal o canal sensible. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(100) CHARACTER SET latin1.",Finalization sends email/push notifications.,index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_usuario,idusuario,int,BUSINESS_DATA,Referencia funcional que vincula el flujo con otra entidad/catalogo.,"En `dav_usuario`, campo obligatorio del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Actua como clave primaria del registro. Tipo fisico: int.",ASGARD guarda el archivo en `cargasolicitudes/{idusuario}`. | CRI-BR-001 | El archivo importado se guarda por usuario en `cargasolicitudes/{idusuario}` con prefijo hash.,index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-request-intake,dav_usuario,nombre,varchar(50) CHARACTER SET latin1,PERSONAL_OR_CONTACT_DATA,"Dato de contacto/identificacion usado para coordinacion, legalidad o notificacion.","En `dav_usuario`, campo opcional o nullable del dominio dav. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(50) CHARACTER SET latin1.","# Customs Request Intake - Process Definition Estado: INFERRED_DRAFT_REVIEW_REQUIRED Idioma de negocio: Spanish ## Proceso Candidato Nombre: Registro, validacion y envio de solicitud operativa de aduana/gestion/vehiculos.",index_archivos/asesoria-gestion/views/nueva-solicitud.php:46-83 | index_archivos/controllers/SolicitudClass.php:14-48 | index_archivos/controllers/SolicitudClass.php:54-118 | index_archivos/nuevoinsert.php:59-86 | index_archivos/enviarsolicitud_ajax.php:6-114 | index_archivos/finsolicitud.php:12-92 | index_archivos/controllers/SolicitudClass.php:14-118 | index_archivos/controllers/SolicitudClass.php:122-300 | index_archivos/controllers/SolicitudClass.php:300-465 | index_archivos/controllers/SolicitudClass.php:482-509 | index_archivos/enviarsolicitud_ajax.php:46-114 | index_archivos/finsolicitud.php:375-515,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
customs-tax-liquidation-return-confirmation,dav_casos,carpeta,int,BUSINESS_DATA,Campo de soporte funcional mencionado en datos/reglas del flujo.,"En `dav_casos`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.","- Asunto con numero de solicitud, confirmacion de aprobacion para pago de tributos y carpeta. | - Datos del caso: pedido, carpeta, `idcasosprevios`, `fechaenvioliquidacion`, `fecharetornoliquidacion`. | ASGARD obtiene carpeta, pedido y solicitud previa del caso. | BR-CTLRC-004 | El asunto debe incluir solicitud previa y carpeta. | | `idcasos`, `pedido`, `carpeta`, `idcasosprevios`, `idcliente`, `idciudad`, `fechaenvioliquidacion`, `fecharetornoliquidacion`, `fob`, `tipocambio`, `formularioDUI` |",index_archivos/operativos/detalleitems.php:7-64 | index_archivos/operativos/detalleitems.php:67-71 | index_archivos/operativos/detalleitems.php:191-196 | index_archivos/operativos/detalleitemsquery.php:1-90 | index_archivos/logistica/EmbarqueClass.php:752-813 | index_archivos/versolicitud.php:39-124 | .data_base/asgard.sql:1603-1604 | .data_base/asgard.sql:9707-9714 | detalleitems.php:191-196 | detalleitems.php:43-53 | detalleitems.php:24-27 | detalleitems.php:39,FLOW_SEMANTIC_INFERENCE_REVIEW_REQUIRED
