table,column,data_type,nullable,default,key_role,technical_description,business_description,description_source,validation_status,business_rule,check_constraints,allowed_values,sensitivity,source,line,evidence_id
dav_gestion_aduanera1,tiempo,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera1.tiempo declared as int,"En `dav_gestion_aduanera1`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6562,DB-COLUMN-E519D41BA1445D
dav_gestion_aduanera1,created_by,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera1.created_by declared as int,"En `dav_gestion_aduanera1`, campo opcional o nullable del dominio dav. Usuario que creo el registro; campo de auditoria y responsabilidad. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6563,DB-COLUMN-D68A9EBACEC520
dav_gestion_aduanera1,created_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera1.created_at declared as datetime,"En `dav_gestion_aduanera1`, campo opcional o nullable del dominio dav. Fecha/hora de creacion del registro, util para auditoria y reconstruccion de ciclo de vida. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6564,DB-COLUMN-754B88673E386D
dav_gestion_aduanera1,updated_by,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera1.updated_by declared as int,"En `dav_gestion_aduanera1`, campo opcional o nullable del dominio dav. Usuario que modifico el registro; campo de auditoria y trazabilidad. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6565,DB-COLUMN-0628BD7C091B74
dav_gestion_aduanera1,updated_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera1.updated_at declared as datetime,"En `dav_gestion_aduanera1`, campo opcional o nullable del dominio dav. Fecha/hora de ultima modificacion, util para auditoria y control de cambios. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6566,DB-COLUMN-4408E884D33A29
dav_gestion_aduanera1,deleted_by,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera1.deleted_by declared as int,"En `dav_gestion_aduanera1`, campo opcional o nullable del dominio dav. Usuario que marco borrado o baja logica; campo de auditoria. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6567,DB-COLUMN-4B921EFDF3B366
dav_gestion_aduanera1,deleted_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera1.deleted_at declared as datetime,"En `dav_gestion_aduanera1`, campo opcional o nullable del dominio dav. Marca de borrado logico; indica que el registro puede permanecer historicamente aunque no este activo. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6568,DB-COLUMN-8A07407C8CFC22
dav_gestion_aduanera2,id_gestionaduanera2,int,NO,,PRIMARY_KEY,Column dav_gestion_aduanera2.id_gestionaduanera2 declared as int,"En `dav_gestion_aduanera2`, campo obligatorio del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Actua como clave primaria del registro. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6579,DB-COLUMN-4D1CF26DAA058B
dav_gestion_aduanera2,idcliente,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.idcliente declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Identificador o clave foranea candidata que referencia cliente/tenant propietario de la operacion o filtro de visibilidad. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6580,DB-COLUMN-D9FCAFF24ED8CC
dav_gestion_aduanera2,concatenado,varchar(200) CHARACTER SET utf8mb3,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.concatenado declared as varchar(200) CHARACTER SET utf8mb3,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(200) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6581,DB-COLUMN-69D72B7554BF17
dav_gestion_aduanera2,rubro_linea,varchar(150) CHARACTER SET utf8mb3,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.rubro_linea declared as varchar(150) CHARACTER SET utf8mb3,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(150) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6582,DB-COLUMN-67B8713B680256
dav_gestion_aduanera2,ap,varchar(150) CHARACTER SET utf8mb3,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.ap declared as varchar(150) CHARACTER SET utf8mb3,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(150) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6583,DB-COLUMN-A67410E12DE6CC
dav_gestion_aduanera2,permiso,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.permiso declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6584,DB-COLUMN-0C25C62B32F228
dav_gestion_aduanera2,eta_bo_pr,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.eta_bo_pr declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6585,DB-COLUMN-E440C3B3F9D3CC
dav_gestion_aduanera2,pr_validacion,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.pr_validacion declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,6586,DB-COLUMN-D9C81E8BACF69C
dav_gestion_aduanera2,eta_bo_va,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.eta_bo_va declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6587,DB-COLUMN-8929ADB74AA263
dav_gestion_aduanera2,validacion_planta,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.validacion_planta declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,6588,DB-COLUMN-C8E524696380DC
dav_gestion_aduanera2,carguio_costos,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.carguio_costos declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],FINANCIAL_OR_COMMERCIAL,.data_base/asgard.sql,6589,DB-COLUMN-B1A8E9A8F4BF7B
dav_gestion_aduanera2,ingreso,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.ingreso declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6590,DB-COLUMN-3487A293BAB0B6
dav_gestion_aduanera2,tiempo,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.tiempo declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6591,DB-COLUMN-FCFA8D4C322398
dav_gestion_aduanera2,created_by,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.created_by declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Usuario que creo el registro; campo de auditoria y responsabilidad. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6592,DB-COLUMN-26DA40FF86AA02
dav_gestion_aduanera2,created_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.created_at declared as datetime,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Fecha/hora de creacion del registro, util para auditoria y reconstruccion de ciclo de vida. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6593,DB-COLUMN-DD630A5D4873BC
dav_gestion_aduanera2,updated_by,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.updated_by declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Usuario que modifico el registro; campo de auditoria y trazabilidad. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6594,DB-COLUMN-8C8C0F3C82BA9F
dav_gestion_aduanera2,updated_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.updated_at declared as datetime,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Fecha/hora de ultima modificacion, util para auditoria y control de cambios. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6595,DB-COLUMN-D9D863EBB02295
dav_gestion_aduanera2,deleted_by,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.deleted_by declared as int,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Usuario que marco borrado o baja logica; campo de auditoria. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6596,DB-COLUMN-1E08F09BD72354
dav_gestion_aduanera2,deleted_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera2.deleted_at declared as datetime,"En `dav_gestion_aduanera2`, campo opcional o nullable del dominio dav. Marca de borrado logico; indica que el registro puede permanecer historicamente aunque no este activo. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6597,DB-COLUMN-FD3FD7EC02D617
dav_gestion_aduanera3,id_gestionaduanera3,int,NO,,PRIMARY_KEY,Column dav_gestion_aduanera3.id_gestionaduanera3 declared as int,"En `dav_gestion_aduanera3`, campo obligatorio del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Actua como clave primaria del registro. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6606,DB-COLUMN-98FAA947C363E0
dav_gestion_aduanera3,idcliente,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.idcliente declared as int,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Identificador o clave foranea candidata que referencia cliente/tenant propietario de la operacion o filtro de visibilidad. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6607,DB-COLUMN-3C0B26207C40D3
dav_gestion_aduanera3,descripcion,varchar(200) CHARACTER SET utf8mb3,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.descripcion declared as varchar(200) CHARACTER SET utf8mb3,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(200) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,6608,DB-COLUMN-E6A5E7834D4817
dav_gestion_aduanera3,concatenado,varchar(100) CHARACTER SET utf8mb3,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.concatenado declared as varchar(100) CHARACTER SET utf8mb3,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(100) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6609,DB-COLUMN-D5569EBFEA6F97
dav_gestion_aduanera3,material,varchar(100) CHARACTER SET utf8mb3,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.material declared as varchar(100) CHARACTER SET utf8mb3,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(100) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6610,DB-COLUMN-831242878AF0FA
dav_gestion_aduanera3,transporte,varchar(100) CHARACTER SET utf8mb3,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.transporte declared as varchar(100) CHARACTER SET utf8mb3,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: varchar(100) CHARACTER SET utf8mb3.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6611,DB-COLUMN-D54AF139729E2C
dav_gestion_aduanera3,permiso,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.permiso declared as int,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6612,DB-COLUMN-E01E5B27C2B216
dav_gestion_aduanera3,eta_bo_pr,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.eta_bo_pr declared as int,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6613,DB-COLUMN-FB5D7D11CE6180
dav_gestion_aduanera3,pr_validacion,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.pr_validacion declared as int,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,6614,DB-COLUMN-38F88B322AEA15
dav_gestion_aduanera3,eta_bo_va,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.eta_bo_va declared as int,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6615,DB-COLUMN-9B3C8183BC3EFA
dav_gestion_aduanera3,validacion_planta,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.validacion_planta declared as int,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],PERSONAL_OR_CONTACT_DATA,.data_base/asgard.sql,6616,DB-COLUMN-60BB39FAE82CC1
dav_gestion_aduanera3,carguio_costos,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.carguio_costos declared as int,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Valor monetario o numerico usado en calculos, costos, conciliaciones, liquidaciones o reportes. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],FINANCIAL_OR_COMMERCIAL,.data_base/asgard.sql,6617,DB-COLUMN-28A0DFE369FAD0
dav_gestion_aduanera3,ingreso,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.ingreso declared as int,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6618,DB-COLUMN-2B8AFF0C79E2E6
dav_gestion_aduanera3,tiempo,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.tiempo declared as int,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6619,DB-COLUMN-871C3E28D385DD
dav_gestion_aduanera3,created_by,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.created_by declared as int,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Usuario que creo el registro; campo de auditoria y responsabilidad. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6620,DB-COLUMN-7FBEC8AE179DDA
dav_gestion_aduanera3,created_at,datetime,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.created_at declared as datetime,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Fecha/hora de creacion del registro, util para auditoria y reconstruccion de ciclo de vida. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: datetime.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6621,DB-COLUMN-833FAA1E7FF84D
dav_gestion_aduanera3,updated_by,int,YES_OR_UNSPECIFIED,NULL,,Column dav_gestion_aduanera3.updated_by declared as int,"En `dav_gestion_aduanera3`, campo opcional o nullable del dominio dav. Usuario que modifico el registro; campo de auditoria y trazabilidad. Se interpreta dentro de: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Tipo fisico: int.",SEMANTIC_REVERSE_ENGINEERING_CANDIDATE,SEMANTIC_INFERENCE_REVIEW_REQUIRED,,[],[],BUSINESS_DATA,.data_base/asgard.sql,6622,DB-COLUMN-92D31842C5745B
