artifact_type,artifact,technical_description,semantic_candidate_description,validation_status,review_question,evidence_ids,owner_domain,sensitivity
COLUMN,ages_solicitudes_asesoria_gestion.tipo_carpeta,Column ages_solicitudes_asesoria_gestion.tipo_carpeta declared as int,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Clasificador funcional usado para aplicar reglas, filtros o variantes de pantalla. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.tipo_carpeta`.","[""DB-COLUMN-24EC1CD8639189""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.solicitante_id,Column ages_solicitudes_asesoria_gestion.solicitante_id declared as bigint UNSIGNED,"En `ages_solicitudes_asesoria_gestion`, campo obligatorio del dominio ages. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.solicitante_id`.","[""DB-COLUMN-B4EACBAAF9A9E5""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.cliente_interno_id,Column ages_solicitudes_asesoria_gestion.cliente_interno_id declared as int,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo de negocio relacionado con cliente/tenant propietario de la operacion o filtro de visibilidad. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.cliente_interno_id`.","[""DB-COLUMN-6C1336B9B4EC15""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.cliente_id,Column ages_solicitudes_asesoria_gestion.cliente_id declared as bigint UNSIGNED,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo de negocio relacionado con cliente/tenant propietario de la operacion o filtro de visibilidad. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.cliente_id`.","[""DB-COLUMN-364F51ED0BDED9""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.casos_id,Column ages_solicitudes_asesoria_gestion.casos_id declared as bigint UNSIGNED,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.casos_id`.","[""DB-COLUMN-8726E4E1DCC2F4""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.casos_extra_id,Column ages_solicitudes_asesoria_gestion.casos_extra_id declared as int,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.casos_extra_id`.","[""DB-COLUMN-7DF59EEB91951D""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.casos_previos_id,Column ages_solicitudes_asesoria_gestion.casos_previos_id declared as bigint UNSIGNED,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.casos_previos_id`.","[""DB-COLUMN-F04E8FA5F4FCF5""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.embarque_id,Column ages_solicitudes_asesoria_gestion.embarque_id declared as bigint UNSIGNED,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo de negocio relacionado con embarque o movimiento logistico/aduanero. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.embarque_id`.","[""DB-COLUMN-9E171583E26122""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.linea_id,Column ages_solicitudes_asesoria_gestion.linea_id declared as int,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.linea_id`.","[""DB-COLUMN-5DEC0D88099118""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.solicitante,Column ages_solicitudes_asesoria_gestion.solicitante declared as varchar(100) CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo obligatorio del dominio ages. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: varchar(100) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.solicitante`.","[""DB-COLUMN-722B9DC338E4F4""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.e_mail,Column ages_solicitudes_asesoria_gestion.e_mail declared as varchar(200) CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo obligatorio del dominio ages. Correo electronico o dato de envio/notificacion; debe tratarse como dato personal o canal sensible. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: varchar(200) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.e_mail`.","[""DB-COLUMN-A30D1F9FB8820D""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.ciudad_id,Column ages_solicitudes_asesoria_gestion.ciudad_id declared as bigint UNSIGNED,"En `ages_solicitudes_asesoria_gestion`, campo obligatorio del dominio ages. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.ciudad_id`.","[""DB-COLUMN-8D8D6A43D89090""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.notas_adicionales,Column ages_solicitudes_asesoria_gestion.notas_adicionales declared as longtext CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: longtext CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.notas_adicionales`.","[""DB-COLUMN-ED0B8DA21E7A0A""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.nombre_nave,Column ages_solicitudes_asesoria_gestion.nombre_nave declared as varchar(255) CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: varchar(255) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.nombre_nave`.","[""DB-COLUMN-691C168863E4F6""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.notas_adicionales_coordinador_ge,Column ages_solicitudes_asesoria_gestion.notas_adicionales_coordinador_ge declared as longtext CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: longtext CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.notas_adicionales_coordinador_ge`.","[""DB-COLUMN-4FC23BC659DBC5""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.estado,Column ages_solicitudes_asesoria_gestion.estado declared as tinyint,"En `ages_solicitudes_asesoria_gestion`, campo obligatorio del dominio ages. Estado o bandera que controla si el registro esta activo, visible o en una fase concreta del proceso. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: tinyint.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.estado`.","[""DB-COLUMN-DCF2B8D3037606""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.tipo_origen,Column ages_solicitudes_asesoria_gestion.tipo_origen declared as tinyint,"En `ages_solicitudes_asesoria_gestion`, campo obligatorio del dominio ages. Clasificador funcional usado para aplicar reglas, filtros o variantes de pantalla. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: tinyint.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.tipo_origen`.","[""DB-COLUMN-DEE5D7CCD77814""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.exchange_id,Column ages_solicitudes_asesoria_gestion.exchange_id declared as varchar(191) CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: varchar(191) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.exchange_id`.","[""DB-COLUMN-88DAE23D34BEAC""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.fecha_enviado,Column ages_solicitudes_asesoria_gestion.fecha_enviado declared as timestamp,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.fecha_enviado`.","[""DB-COLUMN-41B1EF6A479B04""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.fecha_inicio_revision,Column ages_solicitudes_asesoria_gestion.fecha_inicio_revision declared as timestamp,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.fecha_inicio_revision`.","[""DB-COLUMN-3B8F55B0EE0B1F""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.fecha_inicio_proceso,Column ages_solicitudes_asesoria_gestion.fecha_inicio_proceso declared as timestamp,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.fecha_inicio_proceso`.","[""DB-COLUMN-7896BF459947DB""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.fecha_finalizacion,Column ages_solicitudes_asesoria_gestion.fecha_finalizacion declared as timestamp,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.fecha_finalizacion`.","[""DB-COLUMN-54B15B89358E6C""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.fecha_cierre,Column ages_solicitudes_asesoria_gestion.fecha_cierre declared as timestamp,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.fecha_cierre`.","[""DB-COLUMN-BD02FB080D81A8""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.responsable_cierre_id,Column ages_solicitudes_asesoria_gestion.responsable_cierre_id declared as bigint UNSIGNED,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.responsable_cierre_id`.","[""DB-COLUMN-63E21C49AC55EE""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.razon_reapertura,Column ages_solicitudes_asesoria_gestion.razon_reapertura declared as varchar(191) CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: varchar(191) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.razon_reapertura`.","[""DB-COLUMN-3AA86307B55E70""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.motivo_anulacion,Column ages_solicitudes_asesoria_gestion.motivo_anulacion declared as longtext CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: longtext CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.motivo_anulacion`.","[""DB-COLUMN-5CEA489D82D5F9""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.adjunto_anulacion,Column ages_solicitudes_asesoria_gestion.adjunto_anulacion declared as varchar(191) CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Referencia a archivo, ruta, URL o documento asociado a expediente/soporte. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: varchar(191) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.adjunto_anulacion`.","[""DB-COLUMN-4D16357E3C1CE8""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.es_soat,Column ages_solicitudes_asesoria_gestion.es_soat declared as tinyint,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: tinyint.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.es_soat`.","[""DB-COLUMN-31541EF016AE26""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.observaciones,Column ages_solicitudes_asesoria_gestion.observaciones declared as text CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: text CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.observaciones`.","[""DB-COLUMN-62F6F212DF8FE4""]",ages,PERSONAL_OR_CONTACT_DATA
COLUMN,ages_solicitudes_asesoria_gestion.gestion_observada,Column ages_solicitudes_asesoria_gestion.gestion_observada declared as tinyint,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: tinyint.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.gestion_observada`.","[""DB-COLUMN-31443F5D481BAA""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.created_by,Column ages_solicitudes_asesoria_gestion.created_by declared as bigint UNSIGNED,"En `ages_solicitudes_asesoria_gestion`, campo obligatorio del dominio ages. Usuario que creo el registro; campo de auditoria y responsabilidad. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.created_by`.","[""DB-COLUMN-D37550035B0A58""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.type_user_created,Column ages_solicitudes_asesoria_gestion.type_user_created declared as varchar(191) CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: varchar(191) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.type_user_created`.","[""DB-COLUMN-16B83E4F01D677""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.updated_by,Column ages_solicitudes_asesoria_gestion.updated_by declared as bigint UNSIGNED,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Usuario que modifico el registro; campo de auditoria y trazabilidad. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.updated_by`.","[""DB-COLUMN-CB47B6C4601FF3""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.type_user_updated,Column ages_solicitudes_asesoria_gestion.type_user_updated declared as varchar(191) CHARACTER SET utf8mb4,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: varchar(191) CHARACTER SET utf8mb4.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.type_user_updated`.","[""DB-COLUMN-854CD567806023""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.created_at,Column ages_solicitudes_asesoria_gestion.created_at declared as timestamp,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Fecha/hora de creacion del registro, util para auditoria y reconstruccion de ciclo de vida. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.created_at`.","[""DB-COLUMN-9EED7B7033E88B""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.updated_at,Column ages_solicitudes_asesoria_gestion.updated_at declared as timestamp,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Fecha/hora de ultima modificacion, util para auditoria y control de cambios. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.updated_at`.","[""DB-COLUMN-39A02F84AE496B""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.deleted_by,Column ages_solicitudes_asesoria_gestion.deleted_by declared as bigint UNSIGNED,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Usuario que marco borrado o baja logica; campo de auditoria. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: bigint UNSIGNED.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.deleted_by`.","[""DB-COLUMN-DFD4E570C76646""]",ages,BUSINESS_DATA
COLUMN,ages_solicitudes_asesoria_gestion.deleted_at,Column ages_solicitudes_asesoria_gestion.deleted_at declared as timestamp,"En `ages_solicitudes_asesoria_gestion`, campo opcional o nullable del dominio ages. Marca de borrado logico; indica que el registro puede permanecer historicamente aunque no este activo. Se interpreta dentro de: solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. Tipo fisico: timestamp.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_solicitudes_asesoria_gestion.deleted_at`.","[""DB-COLUMN-CB8A2A7FEB0FF3""]",ages,BUSINESS_DATA
COLUMN,ages_tipodeclaracion.id,Column ages_tipodeclaracion.id declared as int,"En `ages_tipodeclaracion`, campo obligatorio del dominio ages. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: tipo/clasificador que parametriza la regla o pantalla. Actua como clave primaria del registro. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_tipodeclaracion.id`.","[""DB-COLUMN-47CE0E91431947""]",ages,BUSINESS_DATA
COLUMN,ages_tipodeclaracion.tipodeclaracion,Column ages_tipodeclaracion.tipodeclaracion declared as varchar(50) CHARACTER SET utf8mb3,"En `ages_tipodeclaracion`, campo opcional o nullable del dominio ages. Clasificador funcional usado para aplicar reglas, filtros o variantes de pantalla. Se interpreta dentro de: tipo/clasificador que parametriza la regla o pantalla. Tipo fisico: varchar(50) CHARACTER SET utf8mb3.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `ages_tipodeclaracion.tipodeclaracion`.","[""DB-COLUMN-226CD1486B63E7""]",ages,PERSONAL_OR_CONTACT_DATA
