from,to,type,source,line,confidence,evidence_ids
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,17935,observed_ddl_or_sql,"[""EV-SQL_QUERY-006009EDE1E9BA"", ""EV-SQL_QUERY-006009EDE1E9BA"", ""EV-SQL_QUERY-0791F368FB4F20"", ""EV-SQL_QUERY-2709C038370300"", ""EV-SQL_QUERY-34BD0FC416E48A"", ""EV-SQL_QUERY-4CDA034C5B641A"", ""EV-SQL_QUERY-4F12B0A8AFE368"", ""EV-SQL_QUERY-6AFD152A6D9A8A"", ""EV-SQL_QUERY-6AFD152A6D9A8A"", ""EV-SQL_QUERY-826A64F843C117"", ""EV-SQL_QUERY-BDCB2FF195B4CC"", ""EV-SQL_QUERY-CD16AC87F6A19F"", ""EV-SQL_QUERY-DEEF188B4C65F6"", ""EV-SQL_QUERY-EEA48DA51BA81B""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,26725,observed_ddl_or_sql,"[""EV-SQL_QUERY-F8D216408FA440""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,26830,observed_ddl_or_sql,"[""EV-SQL_QUERY-9B0DA81524590D""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,26885,observed_ddl_or_sql,"[""EV-SQL_QUERY-AFDBE5678D8167""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,26943,observed_ddl_or_sql,"[""EV-SQL_QUERY-783ECCD2679CC5""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,26997,observed_ddl_or_sql,"[""EV-SQL_QUERY-765376C88AF39F""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,27048,observed_ddl_or_sql,"[""EV-SQL_QUERY-0CCD383F9F4F65""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,27101,observed_ddl_or_sql,"[""EV-SQL_QUERY-4D8BA6F7D8E2DD""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,27155,observed_ddl_or_sql,"[""EV-SQL_QUERY-36332B4058998D""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,27209,observed_ddl_or_sql,"[""EV-SQL_QUERY-ECF6FE912686B3""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,27258,observed_ddl_or_sql,"[""EV-SQL_QUERY-280B500FD99921""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,27467,observed_ddl_or_sql,"[""EV-SQL_QUERY-3E8953FCEFB9F8""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,27833,observed_ddl_or_sql,"[""EV-SQL_QUERY-3B17B4867024AA""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,27982,observed_ddl_or_sql,"[""EV-SQL_QUERY-7E938804E18B0D""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,29786,observed_ddl_or_sql,"[""EV-SQL_QUERY-BB1BF5AC33DD3C""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,29840,observed_ddl_or_sql,"[""EV-SQL_QUERY-B2E6B90D7FA716""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,29922,observed_ddl_or_sql,"[""EV-SQL_QUERY-42F6F9F471E16F""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,30658,observed_ddl_or_sql,"[""EV-SQL_QUERY-3938FECDC82CC6""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,30701,observed_ddl_or_sql,"[""EV-SQL_QUERY-07C2B6E0D043E5""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,30746,observed_ddl_or_sql,"[""EV-SQL_QUERY-ADE7E5DD9DA670""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,30788,observed_ddl_or_sql,"[""EV-SQL_QUERY-2895974CD26B61""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,30827,observed_ddl_or_sql,"[""EV-SQL_QUERY-B0D6FD79E73D4A""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,31042,observed_ddl_or_sql,"[""EV-SQL_QUERY-663B9AC47ECE3B""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,31184,observed_ddl_or_sql,"[""EV-SQL_QUERY-9BC8B08B68D829""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,32605,observed_ddl_or_sql,"[""EV-SQL_QUERY-B33D44CE77B51E""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,33089,observed_ddl_or_sql,"[""EV-SQL_QUERY-91F01F20700C48""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,34236,observed_ddl_or_sql,"[""EV-SQL_QUERY-41924B34BB98C1""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,35368,observed_ddl_or_sql,"[""EV-SQL_QUERY-47DF92DEA3DF6F""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,36506,observed_ddl_or_sql,"[""EV-SQL_QUERY-5526E655C0FA6B""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,44805,observed_ddl_or_sql,"[""EV-SQL_QUERY-42AC67D77ED787""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,45194,observed_ddl_or_sql,"[""EV-SQL_QUERY-BAB28ECDBF3B6C""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,45283,observed_ddl_or_sql,"[""EV-SQL_QUERY-393627355D5BB2""]"
FILE:.data_base/asgard.sql,DATA:dav_clientelineas,reads,.data_base/asgard.sql,45364,observed_ddl_or_sql,"[""EV-SQL_QUERY-A49564A4835D02""]"
FILE:.data_base/asgard.sql,DATA:dav_clientereportescliente,reads,.data_base/asgard.sql,27291,observed_ddl_or_sql,"[""EV-SQL_QUERY-7EC7BEF8DC315F""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetipoproducto,reads,.data_base/asgard.sql,32604,observed_ddl_or_sql,"[""EV-SQL_QUERY-1FBFF28B2031C6""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetipoproducto,reads,.data_base/asgard.sql,33106,observed_ddl_or_sql,"[""EV-SQL_QUERY-23F463ABF7C969""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetipoproducto,reads,.data_base/asgard.sql,34235,observed_ddl_or_sql,"[""EV-SQL_QUERY-0D468F797FBF69""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetipoproducto,reads,.data_base/asgard.sql,35367,observed_ddl_or_sql,"[""EV-SQL_QUERY-BBE01576430D41""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetipoproducto,reads,.data_base/asgard.sql,36505,observed_ddl_or_sql,"[""EV-SQL_QUERY-69ADE2DD4FBE61""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetransportista,reads,.data_base/asgard.sql,27846,observed_ddl_or_sql,"[""EV-SQL_QUERY-C10F973293B1DA""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetransportista,reads,.data_base/asgard.sql,32619,observed_ddl_or_sql,"[""EV-SQL_QUERY-ED641831DF6195""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetransportista,reads,.data_base/asgard.sql,34250,observed_ddl_or_sql,"[""EV-SQL_QUERY-29AF7BD6AF4DD1""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetransportista,reads,.data_base/asgard.sql,35381,observed_ddl_or_sql,"[""EV-SQL_QUERY-84A3FCAB2BE6C3""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetransportista,reads,.data_base/asgard.sql,36519,observed_ddl_or_sql,"[""EV-SQL_QUERY-BAFD25D6769D52""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetransportista,reads,.data_base/asgard.sql,44794,observed_ddl_or_sql,"[""EV-SQL_QUERY-4D5A678CC29FF6""]"
FILE:.data_base/asgard.sql,DATA:dav_clientetransportista,reads,.data_base/asgard.sql,45183,observed_ddl_or_sql,"[""EV-SQL_QUERY-14AF4F857D9D10""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,17851,observed_ddl_or_sql,"[""EV-SQL_QUERY-30502EFD526E2C"", ""EV-SQL_QUERY-A7037E3F5264B2"", ""EV-SQL_QUERY-C6F1CC0CD4383E"", ""EV-SQL_QUERY-E63EC08C430EFA""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,17863,observed_ddl_or_sql,"[""EV-SQL_QUERY-3334BBEA8BCEDD"", ""EV-SQL_QUERY-33613444AE8689"", ""EV-SQL_QUERY-40C912CB29584E"", ""EV-SQL_QUERY-4B0DB91FF577B4"", ""EV-SQL_QUERY-4DAD2C4CF5BBF8"", ""EV-SQL_QUERY-4DAD2C4CF5BBF8"", ""EV-SQL_QUERY-5905493304584E"", ""EV-SQL_QUERY-6E596E11E9A2D9"", ""EV-SQL_QUERY-72794761750847"", ""EV-SQL_QUERY-86C7950A0488BB"", ""EV-SQL_QUERY-8A4CC75A80A50D"", ""EV-SQL_QUERY-8A4CC75A80A50D"", ""EV-SQL_QUERY-8A4CC75A80A50D"", ""EV-SQL_QUERY-8A4CC75A80A50D"", ""EV-SQL_QUERY-9BA1E2B0C5A227"", ""EV-SQL_QUERY-AE67AD31ACCDE5"", ""EV-SQL_QUERY-D151D39D6F2486"", ""EV-SQL_QUERY-ED1E2249A395F1"", ""EV-SQL_QUERY-ED1E2249A395F1"", ""EV-SQL_QUERY-ED1E2249A395F1"", ""EV-SQL_QUERY-ED1E2249A395F1"", ""EV-SQL_QUERY-ED1E2249A395F1"", ""EV-SQL_QUERY-ED1E2249A395F1"", ""EV-SQL_QUERY-ED1E2249A395F1""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,17899,observed_ddl_or_sql,"[""EV-SQL_QUERY-03467962FF35C7"", ""EV-SQL_QUERY-0351BD791D9D66"", ""EV-SQL_QUERY-0B3C8EDA01E30B"", ""EV-SQL_QUERY-0D9D880E674185"", ""EV-SQL_QUERY-106F262234FD5A"", ""EV-SQL_QUERY-1770EAD03F3F7C"", ""EV-SQL_QUERY-1770EAD03F3F7C"", ""EV-SQL_QUERY-1DB2692DD2F8FF"", ""EV-SQL_QUERY-1DB2692DD2F8FF"", ""EV-SQL_QUERY-24B0AD5FA35366"", ""EV-SQL_QUERY-2C8AB67845E442"", ""EV-SQL_QUERY-2E303C72190EE5"", ""EV-SQL_QUERY-34C569902653BF"", ""EV-SQL_QUERY-45D8EF0F097AA5"", ""EV-SQL_QUERY-49359EEECA3B01"", ""EV-SQL_QUERY-51E819C2A5A0EA"", ""EV-SQL_QUERY-51E819C2A5A0EA"", ""EV-SQL_QUERY-529C143E3F1AB8"", ""EV-SQL_QUERY-6098B3D9EC5974"", ""EV-SQL_QUERY-6ABAD7C3CCFE1A"", ""EV-SQL_QUERY-7A724C87DB7E11"", ""EV-SQL_QUERY-7A724C87DB7E11"", ""EV-SQL_QUERY-7B4E7141FF9193"", ""EV-SQL_QUERY-7EC9946B05CAF6"", ""EV-SQL_QUERY-9CBA1507A34148"", ""EV-SQL_QUERY-9CBA1507A34148"", ""EV-SQL_QUERY-A368FE8315D856"", ""EV-SQL_QUERY-B4034BC68E382B"", ""EV-SQL_QUERY-B588273AFFA333"", ""EV-SQL_QUERY-B588273AFFA333"", ""EV-SQL_QUERY-B588273AFFA333"", ""EV-SQL_QUERY-ED181F38E852AA"", ""EV-SQL_QUERY-EDD3873755287A"", ""EV-SQL_QUERY-EDD3873755287A"", ""EV-SQL_QUERY-F0EFCCEF665D3B"", ""EV-SQL_QUERY-F57623AF9E34CA"", ""EV-SQL_QUERY-F8ABEBBFD6899E"", ""EV-SQL_QUERY-F8ABEBBFD6899E""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,17905,observed_ddl_or_sql,"[""EV-SQL_QUERY-0E8CB27E2E82B1"", ""EV-SQL_QUERY-0EE27FFF20B6AA"", ""EV-SQL_QUERY-22C76590DB72B5"", ""EV-SQL_QUERY-22C76590DB72B5"", ""EV-SQL_QUERY-3C428B9C43C779"", ""EV-SQL_QUERY-3C428B9C43C779"", ""EV-SQL_QUERY-7204D1BC6876B6"", ""EV-SQL_QUERY-7204D1BC6876B6""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,17911,observed_ddl_or_sql,"[""EV-SQL_QUERY-052C5003881F13"", ""EV-SQL_QUERY-18F451480A8C8B"", ""EV-SQL_QUERY-23758555B30EC1"", ""EV-SQL_QUERY-2653B7D928E146"", ""EV-SQL_QUERY-38BFDB6D8D599D"", ""EV-SQL_QUERY-3D40D04D5139BE"", ""EV-SQL_QUERY-3F86A99037FBD2"", ""EV-SQL_QUERY-4FDCFEE6A19059"", ""EV-SQL_QUERY-70CF5969BAAF19"", ""EV-SQL_QUERY-70CF5969BAAF19"", ""EV-SQL_QUERY-7828A7CE1691C8"", ""EV-SQL_QUERY-81A7D6D75D5FBF"", ""EV-SQL_QUERY-924CF610A7AB58"", ""EV-SQL_QUERY-9302CB39C91E4C"", ""EV-SQL_QUERY-A130B9DD33511E"", ""EV-SQL_QUERY-B0309062D9B61E"", ""EV-SQL_QUERY-B0309062D9B61E"", ""EV-SQL_QUERY-B0626BF90E0E0C"", ""EV-SQL_QUERY-B0626BF90E0E0C"", ""EV-SQL_QUERY-B16E185B6EB5CE"", ""EV-SQL_QUERY-BD08EDAF4EFBF1"", ""EV-SQL_QUERY-BF697D91B12BA6"", ""EV-SQL_QUERY-BF697D91B12BA6"", ""EV-SQL_QUERY-BF697D91B12BA6"", ""EV-SQL_QUERY-D1E17FF0A5997D"", ""EV-SQL_QUERY-D1E17FF0A5997D"", ""EV-SQL_QUERY-DB28CBF9FC5D24"", ""EV-SQL_QUERY-DB28CBF9FC5D24"", ""EV-SQL_QUERY-E786EC26AC0B8A"", ""EV-SQL_QUERY-F5DBD3EDCF815E"", ""EV-SQL_QUERY-FF4617B1D1FB73""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,27551,observed_ddl_or_sql,"[""EV-SQL_QUERY-67CE6E59639732""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30040,observed_ddl_or_sql,"[""EV-SQL_QUERY-66E91740127EA1""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30080,observed_ddl_or_sql,"[""EV-SQL_QUERY-B67C6304AA518D""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30098,observed_ddl_or_sql,"[""EV-SQL_QUERY-0CD418DECEC8A6""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30157,observed_ddl_or_sql,"[""EV-SQL_QUERY-045F1FB2178BCD""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30180,observed_ddl_or_sql,"[""EV-SQL_QUERY-6B7F198C27D3F4""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30250,observed_ddl_or_sql,"[""EV-SQL_QUERY-F7CB05F2DB09F7""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30270,observed_ddl_or_sql,"[""EV-SQL_QUERY-CBCBA7C2ACE3BF""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30290,observed_ddl_or_sql,"[""EV-SQL_QUERY-71BAAC0D8E404D""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30334,observed_ddl_or_sql,"[""EV-SQL_QUERY-DE97576F84A33A""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30374,observed_ddl_or_sql,"[""EV-SQL_QUERY-88FB8F467AB673""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30392,observed_ddl_or_sql,"[""EV-SQL_QUERY-72D7DF876ECDD5""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30451,observed_ddl_or_sql,"[""EV-SQL_QUERY-58C6101E5DFF65""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30474,observed_ddl_or_sql,"[""EV-SQL_QUERY-756A2F3CC227DE""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30544,observed_ddl_or_sql,"[""EV-SQL_QUERY-4ACFCE144DE03C""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30564,observed_ddl_or_sql,"[""EV-SQL_QUERY-B1A804CC83A3D8""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,30584,observed_ddl_or_sql,"[""EV-SQL_QUERY-DB7391EB5A26D4""]"
FILE:.data_base/asgard.sql,DATA:dav_clienteusuarios,reads,.data_base/asgard.sql,46023,observed_ddl_or_sql,"[""EV-SQL_QUERY-F1355E2A74699E""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,18637,observed_ddl_or_sql,"[""EV-SQL_QUERY-46F156FDFCCF5E""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,18657,observed_ddl_or_sql,"[""EV-SQL_QUERY-C5B0A4A5848DF3""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,18676,observed_ddl_or_sql,"[""EV-SQL_QUERY-FAF5BFEE0162F9""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,18694,observed_ddl_or_sql,"[""EV-SQL_QUERY-49D1DBE47AAC99""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,18713,observed_ddl_or_sql,"[""EV-SQL_QUERY-051DC1BC86E9B7""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,18738,observed_ddl_or_sql,"[""EV-SQL_QUERY-5B743D403625ED""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,18757,observed_ddl_or_sql,"[""EV-SQL_QUERY-AF4D4D863CAEC5""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,18778,observed_ddl_or_sql,"[""EV-SQL_QUERY-18813198F765F1""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,18804,observed_ddl_or_sql,"[""EV-SQL_QUERY-A24B2D255640BB""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,18825,observed_ddl_or_sql,"[""EV-SQL_QUERY-B94EC2BC4677D4""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,19727,observed_ddl_or_sql,"[""EV-SQL_QUERY-CDD4913F45DAF2""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,19743,observed_ddl_or_sql,"[""EV-SQL_QUERY-C83A3DB8C25B2F""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,19760,observed_ddl_or_sql,"[""EV-SQL_QUERY-1C18CCBB09B3B3""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,20116,observed_ddl_or_sql,"[""EV-SQL_QUERY-D412DDA281220E""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,20132,observed_ddl_or_sql,"[""EV-SQL_QUERY-F424EBBB0AF9FF""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,20149,observed_ddl_or_sql,"[""EV-SQL_QUERY-0713601347E8D7""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,20582,observed_ddl_or_sql,"[""EV-SQL_QUERY-9479B1D16A4393""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,20598,observed_ddl_or_sql,"[""EV-SQL_QUERY-E9295FB43E6190""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,20615,observed_ddl_or_sql,"[""EV-SQL_QUERY-1AF7133D50E6D0""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,20633,observed_ddl_or_sql,"[""EV-SQL_QUERY-A68559AAC001AE""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,20654,observed_ddl_or_sql,"[""EV-SQL_QUERY-539E70A2F335D3""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,21319,observed_ddl_or_sql,"[""EV-SQL_QUERY-523AB6F333CCA2""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,21335,observed_ddl_or_sql,"[""EV-SQL_QUERY-0DC8E1309EB31A""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,21352,observed_ddl_or_sql,"[""EV-SQL_QUERY-093C918E920E63""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,21370,observed_ddl_or_sql,"[""EV-SQL_QUERY-6D1C9BBB8EBC87""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,21391,observed_ddl_or_sql,"[""EV-SQL_QUERY-55859ED0FAA6EA""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,22190,observed_ddl_or_sql,"[""EV-SQL_QUERY-3CD9B4608A67B0""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,22207,observed_ddl_or_sql,"[""EV-SQL_QUERY-FD110C13234FD1""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,22225,observed_ddl_or_sql,"[""EV-SQL_QUERY-9B277D52DEC63F""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,22242,observed_ddl_or_sql,"[""EV-SQL_QUERY-D5F2B071C2FA8C""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,22260,observed_ddl_or_sql,"[""EV-SQL_QUERY-B973631C853573""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,22284,observed_ddl_or_sql,"[""EV-SQL_QUERY-B5CB3BC171E3D0""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,22302,observed_ddl_or_sql,"[""EV-SQL_QUERY-7C52C6D45B8A88""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,22322,observed_ddl_or_sql,"[""EV-SQL_QUERY-CAE399FE65845F""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,22347,observed_ddl_or_sql,"[""EV-SQL_QUERY-49758ED67C3CE6""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,22367,observed_ddl_or_sql,"[""EV-SQL_QUERY-0D8772125FD26C""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,23336,observed_ddl_or_sql,"[""EV-SQL_QUERY-8ED735B15A5289""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,23352,observed_ddl_or_sql,"[""EV-SQL_QUERY-66A1A926A2269A""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,23369,observed_ddl_or_sql,"[""EV-SQL_QUERY-96645A9978632A""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,23387,observed_ddl_or_sql,"[""EV-SQL_QUERY-305F9093AB1399""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,23408,observed_ddl_or_sql,"[""EV-SQL_QUERY-F53F9DBD45B5D9""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,24169,observed_ddl_or_sql,"[""EV-SQL_QUERY-B833C2CC3B4EF0""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,24186,observed_ddl_or_sql,"[""EV-SQL_QUERY-4382C17E89A0F5""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,24204,observed_ddl_or_sql,"[""EV-SQL_QUERY-384D96E06196D8""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,24221,observed_ddl_or_sql,"[""EV-SQL_QUERY-9C021D3E6242B7""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,24239,observed_ddl_or_sql,"[""EV-SQL_QUERY-9B791E42A0D88D""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,24263,observed_ddl_or_sql,"[""EV-SQL_QUERY-1DA662A77A703A""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,24281,observed_ddl_or_sql,"[""EV-SQL_QUERY-A3F8805C710910""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,24301,observed_ddl_or_sql,"[""EV-SQL_QUERY-C1292A208A208F""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,24326,observed_ddl_or_sql,"[""EV-SQL_QUERY-45F6E368A29C1E""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,25325,observed_ddl_or_sql,"[""EV-SQL_QUERY-495809BE279B9B""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,25344,observed_ddl_or_sql,"[""EV-SQL_QUERY-9526D1061CAD92""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,25362,observed_ddl_or_sql,"[""EV-SQL_QUERY-9412D90A06DFEA""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,25379,observed_ddl_or_sql,"[""EV-SQL_QUERY-53796B7F29EF81""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,25397,observed_ddl_or_sql,"[""EV-SQL_QUERY-08C36B7EED543D""]"
FILE:.data_base/asgard.sql,DATA:dav_cobros,reads,.data_base/asgard.sql,25421,observed_ddl_or_sql,"[""EV-SQL_QUERY-F82C3C92CC4276""]"
