table	source	line	evidence_id	technical_description	business_description	description_source	validation_status	owner_domain	lifecycle	pii	active_status	read_references	write_references	usage_status
dav_damdocembarque	.data_base/asgard.sql	4052	DB-TABLE-E3354AFB03DDD2	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa embarque o movimiento logistico/aduanero. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_damfactura	.data_base/asgard.sql	4068	DB-TABLE-F5A1855E6946BC	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa factura o documento economico/comercial. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_damitems	.data_base/asgard.sql	4101	DB-TABLE-D5DF1E373D4950	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	0	USED
dav_damproveedor	.data_base/asgard.sql	4341	DB-TABLE-C529032BBD8319	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa proveedor o tercero participante en el proceso. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_damtransaccion	.data_base/asgard.sql	4352	DB-TABLE-54FDB23A1BFBA9	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_dato	.data_base/asgard.sql	4363	DB-TABLE-3ABD2DA934EEAA	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	6	0	USED
dav_dato_copy	.data_base/asgard.sql	4385	DB-TABLE-2EF588350B0796	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_datosdav	.data_base/asgard.sql	4407	DB-TABLE-36F0C533EEC49C	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_datosdim	.data_base/asgard.sql	4419	DB-TABLE-5A959C916647D4	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_dav	.data_base/asgard.sql	4432	DB-TABLE-3AF7498A65810B	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	6	1	USED
dav_davvehiculos	.data_base/asgard.sql	4551	DB-TABLE-CA4426E695F550	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_demis_external_tokens	.data_base/asgard.sql	4662	DB-TABLE-61167BDC780FE7	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa token de acceso, enlace temporal o credencial operacional. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_demisdocumentos	.data_base/asgard.sql	4684	DB-TABLE-2C2125C350A91F	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_demisitems	.data_base/asgard.sql	4702	DB-TABLE-F3E4DD97962756	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_demisitems_historial	.data_base/asgard.sql	4847	DB-TABLE-7CC7C91B4B4A15	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	AUDIT_LOG	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_demisitemshistorial	.data_base/asgard.sql	4965	DB-TABLE-C2ECEDEA6A7EA1	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_demisparametros	.data_base/asgard.sql	4981	DB-TABLE-D0D90190A00BFB	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_demisparametrosservicios	.data_base/asgard.sql	5014	DB-TABLE-57EB89A280A508	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa parametros configurables usados por reglas de negocio, parametro configurable usado por reglas de negocio. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_demissolicitud	.data_base/asgard.sql	5032	DB-TABLE-D8C331AD469945	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa solicitud de servicio o gestion iniciada por usuario/cliente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_departamento	.data_base/asgard.sql	5059	DB-TABLE-D331920FBF53AF	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_despachotransporte	.data_base/asgard.sql	5073	DB-TABLE-2F0BDF37269279	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_destinomercancia	.data_base/asgard.sql	5095	DB-TABLE-5D22B3EB3E2D00	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa mercancia o item objeto de transporte/declaracion. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_detalleexactitud	.data_base/asgard.sql	5106	DB-TABLE-168340E17BFD98	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_detalleotroservicio	.data_base/asgard.sql	5117	DB-TABLE-B1BF5C0102623E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_detalles_solicitudes_odts	.data_base/asgard.sql	5129	DB-TABLE-1643D1FEB2CDBA	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa solicitudes de servicio o gestion iniciadas por usuario/cliente, solicitud de servicio o gestion iniciada por usuario/cliente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	TRANSACTIONAL_LIFECYCLE	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_detalles_tareas_odts	.data_base/asgard.sql	5144	DB-TABLE-DFF21D0522A929	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_deteriorodocumentos	.data_base/asgard.sql	5155	DB-TABLE-4D03FCEE94B62E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	0	USED
dav_dim	.data_base/asgard.sql	5169	DB-TABLE-82B5C4134F74CA	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	0	USED
dav_dimdatacat	.data_base/asgard.sql	5189	DB-TABLE-4CFC99D7FCD558	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	1	0	USED
dav_dimtratosesp	.data_base/asgard.sql	5202	DB-TABLE-C030DD99B1615C	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_divisa	.data_base/asgard.sql	5214	DB-TABLE-A7A9573AFB7D2E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	3	0	USED
dav_division	.data_base/asgard.sql	5232	DB-TABLE-668BD67D256663	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	7	0	USED
dav_documentos	.data_base/asgard.sql	5245	DB-TABLE-F21ECA79D1416C	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	5	1	USED
dav_documentos_copy	.data_base/asgard.sql	5287	DB-TABLE-CF233512B6E93A	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_documentos_fisicos_adjuntado	.data_base/asgard.sql	5327	DB-TABLE-F051BCDA48DF49	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_documentos_historial	.data_base/asgard.sql	5347	DB-TABLE-DF259106D427A9	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	AUDIT_LOG	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_documentos_predeterminados	.data_base/asgard.sql	5385	DB-TABLE-BBB8B0FE6656B5	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_documentoslegales	.data_base/asgard.sql	5407	DB-TABLE-21147A0F693934	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_documentoslegalesnotificaciones	.data_base/asgard.sql	5433	DB-TABLE-C3AC7BFDC2EAC0	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_documentosnotasvalor	.data_base/asgard.sql	5460	DB-TABLE-61D71F6EA810CC	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente, valor declarado, calculado o parametrico. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
